Gene,DlpsB_1,DlpsB_2,DlpsB_3,DpbpG_1,DpbpG_2,DpbpG_3,WT_1,WT_2,WT_3
gene-ACX60_RS10855,141,222,230,153,138,87,112,127,185
gene-ACX60_RS10860,70,114,112,77,89,74,61,86,102
gene-ACX60_RS10865,2,3,12,2,0,2,4,0,3
gene-ACX60_RS10870,6,6,14,12,22,11,5,10,22
gene-ACX60_RS10875,9,26,10,14,14,15,8,10,22
gene-ACX60_RS10880,276,412,375,261,297,242,160,243,295
gene-ACX60_RS10885,51,149,155,67,58,69,66,50,84
gene-ACX60_RS10890,100,99,126,97,47,117,63,113,99
gene-ACX60_RS10895,136,203,258,170,123,192,130,165,203
gene-ACX60_RS10900,56,105,92,90,70,82,69,96,100
gene-ACX60_RS10905,126,235,263,221,142,208,290,213,311
gene-ACX60_RS10910,2503,4057,3680,3317,3670,3229,2607,3145,3148
gene-ACX60_RS10915,2389,3602,3020,3214,3843,3023,3169,3851,3755
gene-ACX60_RS10920,1241,1844,1895,1480,1651,1599,1535,1713,1930
gene-ACX60_RS10925,1764,2785,2914,2381,2665,2289,1979,2576,2719
gene-ACX60_RS10930,732,1117,1085,810,822,850,660,730,838
gene-ACX60_RS10935,42,72,60,47,40,67,42,52,71
gene-ACX60_RS10940,163,224,234,161,170,183,156,136,213
gene-ACX60_RS10945,400,493,610,387,410,444,338,316,455
gene-ACX60_RS10950,306,351,473,392,244,418,402,288,304
gene-ACX60_RS10955,1707,2393,2683,2674,2393,2426,2093,2082,2461
gene-ACX60_RS10960,1284,2053,1833,2051,2087,1823,1506,1560,1999
gene-ACX60_RS19535,60,103,84,100,78,108,63,58,59
gene-ACX60_RS10970,277,456,553,436,403,456,353,360,475
gene-ACX60_RS10975,47,125,116,102,61,78,73,73,75
gene-ACX60_RS10980,139,160,147,131,122,78,102,94,155
gene-ACX60_RS10985,22,36,43,28,18,29,18,24,43
gene-ACX60_RS10990,44,80,102,38,17,56,33,46,73
gene-ACX60_RS10995,53,65,88,45,30,32,42,40,61
gene-ACX60_RS11000,67,120,93,75,48,54,72,66,102
gene-ACX60_RS11005,85,130,112,70,77,63,74,74,80
gene-ACX60_RS11010,15,12,8,17,3,2,15,13,13
gene-ACX60_RS11015,37,60,63,24,37,42,44,26,55
gene-ACX60_RS11020,72,132,126,98,85,83,114,83,131
gene-ACX60_RS11025,52,79,64,70,56,66,56,53,60
gene-ACX60_RS11030,236,344,235,259,223,294,367,351,403
gene-ACX60_RS11035,508,808,741,660,748,590,857,886,1105
gene-ACX60_RS11040,97,130,115,137,122,152,101,116,116
gene-ACX60_RS11045,32,81,38,47,71,59,24,57,70
gene-ACX60_RS11050,147,206,206,146,197,142,175,193,239
gene-ACX60_RS11055,30,25,33,41,35,44,37,47,62
gene-ACX60_RS11060,4,12,14,8,14,20,21,12,23
gene-ACX60_RS11065,51,94,80,62,68,100,76,54,66
gene-ACX60_RS11070,307,396,462,319,350,369,222,214,272
gene-ACX60_RS11075,527,785,859,752,588,789,431,552,566
gene-ACX60_RS11080,123,155,162,113,144,148,119,146,167
gene-ACX60_RS11085,22,52,52,28,34,52,41,38,42
gene-ACX60_RS11090,18,14,13,9,7,8,14,9,24
gene-ACX60_RS11095,34,63,46,44,46,29,44,35,57
gene-ACX60_RS11100,129,165,149,88,124,118,105,81,102
gene-ACX60_RS11105,311,423,339,307,264,276,210,197,291
gene-ACX60_RS19540,1,5,7,7,1,4,0,6,0
gene-ACX60_RS11110,26,45,39,32,12,30,42,26,38
gene-ACX60_RS11115,276,424,447,315,320,339,280,269,449
gene-ACX60_RS19545,18,33,39,36,14,55,30,35,33
gene-ACX60_RS11120,845,1349,1575,970,965,1191,796,1032,1152
gene-ACX60_RS11125,858,1361,1592,1033,892,1148,745,883,1029
gene-ACX60_RS11130,343,486,573,341,369,453,357,385,439
gene-ACX60_RS11135,414,645,552,467,616,556,612,655,669
gene-ACX60_RS11140,203,327,413,263,302,356,323,373,428
gene-ACX60_RS19550,0,3,1,0,2,0,0,1,1
gene-ACX60_RS11145,55,123,157,106,80,87,60,79,76
gene-ACX60_RS11150,31,47,59,116,70,110,110,132,134
gene-ACX60_RS11155,197,300,270,802,841,1002,1156,1112,1270
gene-ACX60_RS11160,47,84,72,66,72,47,37,62,79
gene-ACX60_RS11165,19,47,42,24,26,36,28,26,19
gene-ACX60_RS11170,341,606,479,733,945,548,922,1098,991
gene-ACX60_RS11175,253,392,390,273,324,304,205,216,268
gene-ACX60_RS11180,23,24,83,61,44,36,8,33,19
gene-ACX60_RS20025,85,130,98,71,72,66,54,36,73
gene-ACX60_RS11190,1,6,2,0,0,0,0,0,0
gene-ACX60_RS11195,51,24,54,52,40,77,34,36,52
gene-ACX60_RS11200,1625,2422,2438,2358,2818,2522,967,1240,1455
gene-ACX60_RS11205,110,205,243,270,269,256,76,109,114
gene-ACX60_RS11210,2,0,2,2,2,0,2,6,0
gene-ACX60_RS11215,2,11,14,9,6,7,7,7,2
gene-ACX60_RS11220,8,12,25,7,7,17,11,4,6
gene-ACX60_RS11225,14,9,16,11,6,10,15,16,24
gene-ACX60_RS11230,6,9,10,2,8,22,9,12,19
gene-ACX60_RS19750,0,0,0,4,0,0,2,0,0
gene-ACX60_RS11240,80,97,195,25,29,101,78,73,88
gene-ACX60_RS11245,397,521,678,345,316,450,552,612,731
gene-ACX60_RS11250,73,121,122,61,44,85,58,85,123
gene-ACX60_RS11255,17,46,49,16,15,20,16,4,29
gene-ACX60_RS11260,30,107,55,26,41,27,19,24,44
gene-ACX60_RS11265,128,118,135,54,62,80,28,62,88
gene-ACX60_RS11270,111,126,186,43,64,74,42,54,51
gene-ACX60_RS11275,249,353,345,104,172,104,60,84,114
gene-ACX60_RS11280,421,734,540,154,229,190,92,137,172
gene-ACX60_RS11285,121,212,161,95,89,56,35,54,95
gene-ACX60_RS11290,587,946,693,350,392,315,234,256,314
gene-ACX60_RS11295,341,533,463,252,267,262,148,170,238
gene-ACX60_RS11300,299,467,396,335,311,350,480,494,661
gene-ACX60_RS11305,467,593,653,570,624,687,573,640,817
gene-ACX60_RS11310,127,327,260,267,270,255,276,248,392
gene-ACX60_RS11315,2,4,6,2,0,12,12,14,14
gene-ACX60_RS11320,50,82,92,38,42,50,32,48,46
gene-ACX60_RS11325,108,136,134,102,74,80,82,80,118
gene-ACX60_RS11330,12,31,34,30,16,38,20,42,23
gene-ACX60_RS11335,76,77,101,78,56,72,68,90,126
gene-ACX60_RS11340,23,27,27,28,16,59,34,35,62
gene-ACX60_RS11345,14,21,9,7,9,11,6,14,23
gene-ACX60_RS11350,301,423,435,291,385,322,260,320,300
gene-ACX60_RS11355,135,190,296,167,150,169,278,240,337
gene-ACX60_RS11360,396,596,514,162,215,148,48,42,99
gene-ACX60_RS11365,182,401,378,198,188,295,166,164,205
gene-ACX60_RS11370,333,446,488,457,323,489,222,239,275
gene-ACX60_RS11375,122,178,209,122,140,114,176,149,146
gene-ACX60_RS11380,209,282,270,168,214,254,223,262,260
gene-ACX60_RS11385,322,525,469,270,272,279,319,273,327
gene-ACX60_RS11390,21,25,59,18,26,45,26,32,43
gene-ACX60_RS11395,4,14,22,16,3,13,10,10,14
gene-ACX60_RS11400,38,47,46,44,28,52,77,59,34
gene-ACX60_RS11405,16,56,81,46,34,35,53,69,71
gene-ACX60_RS11410,16,15,30,18,4,26,6,25,21
gene-ACX60_RS11415,10,16,12,10,6,4,14,16,11
gene-ACX60_RS11420,165,207,207,94,98,124,111,83,95
gene-ACX60_RS11425,569,736,725,355,358,541,413,442,485
gene-ACX60_RS11430,1084,1213,1125,210,261,525,297,294,369
gene-ACX60_RS11435,883,1139,827,105,122,387,165,197,254
gene-ACX60_RS11440,1251,1585,997,79,129,657,213,323,353
gene-ACX60_RS11445,624,765,612,33,35,306,138,149,147
gene-ACX60_RS11450,575,695,466,29,33,309,117,136,163
gene-ACX60_RS11455,905,931,779,56,54,483,261,229,337
gene-ACX60_RS11460,811,792,519,56,54,325,243,202,261
gene-ACX60_RS11465,927,1008,819,60,95,582,273,399,424
gene-ACX60_RS11470,217,196,247,22,17,115,80,115,124
gene-ACX60_RS11475,1091,1003,1055,82,80,464,332,329,435
gene-ACX60_RS11480,2883,2944,2701,269,308,1285,618,888,873
gene-ACX60_RS11485,426,630,612,308,408,459,311,342,430
gene-ACX60_RS11490,75,120,85,117,78,99,72,55,68
gene-ACX60_RS11495,97,152,138,91,86,115,110,153,132
gene-ACX60_RS11500,51,82,97,51,48,48,45,46,49
gene-ACX60_RS11505,59,75,107,58,83,82,100,92,109
gene-ACX60_RS11510,71,117,112,84,65,79,61,90,104
gene-ACX60_RS11515,2,2,4,1,5,0,2,0,0
gene-ACX60_RS11520,59,28,58,22,41,22,25,20,48
gene-ACX60_RS11525,19,17,33,13,15,28,10,17,12
gene-ACX60_RS11530,64,108,128,63,82,106,102,74,102
gene-ACX60_RS11535,60,120,100,129,92,110,87,115,90
gene-ACX60_RS11540,118,230,166,168,214,144,122,146,174
gene-ACX60_RS11545,451,829,986,707,687,856,512,584,757
gene-ACX60_RS11550,15,31,50,32,12,42,34,20,34
gene-ACX60_RS11555,0,4,3,3,3,1,8,0,2
gene-ACX60_RS11560,792,1348,1585,1078,896,1735,1319,1246,1546
gene-ACX60_RS11565,115,203,325,153,141,211,242,251,257
gene-ACX60_RS11570,661,1164,1267,601,634,776,566,646,827
gene-ACX60_RS11575,123,176,160,80,74,119,112,117,122
gene-ACX60_RS11580,24,55,55,34,32,23,29,11,33
gene-ACX60_RS11585,9,22,40,18,25,28,34,22,37
gene-ACX60_RS11590,62,85,67,73,57,59,75,75,72
gene-ACX60_RS11595,59,85,119,89,117,118,117,108,127
gene-ACX60_RS11600,87,105,113,80,75,115,95,109,111
gene-ACX60_RS11605,48,82,124,81,94,106,124,81,98
gene-ACX60_RS11610,110,192,210,118,112,179,158,182,158
gene-ACX60_RS11615,39,56,83,53,31,54,61,73,57
gene-ACX60_RS11620,303,455,552,389,358,445,393,507,491
gene-ACX60_RS11625,53,70,91,57,52,65,52,50,43
gene-ACX60_RS11630,142,275,310,211,187,244,253,238,274
gene-ACX60_RS11635,61,157,201,111,77,123,160,140,162
gene-ACX60_RS11640,819,1210,1410,1108,1022,1212,1157,1190,1367
gene-ACX60_RS11645,68,102,151,88,74,110,132,114,102
gene-ACX60_RS11650,53,84,85,96,61,91,74,73,64
gene-ACX60_RS11655,142,225,312,250,169,324,279,263,287
gene-ACX60_RS11660,42,69,83,84,53,59,74,56,77
gene-ACX60_RS11665,428,714,955,599,507,709,519,645,627
gene-ACX60_RS11670,284,495,596,478,444,624,413,440,526
gene-ACX60_RS11675,49,83,106,76,69,100,67,67,86
gene-ACX60_RS11680,56,72,126,84,60,136,80,74,88
gene-ACX60_RS11685,830,1197,1572,1213,1152,1478,932,948,1052
gene-ACX60_RS11690,196,331,613,237,167,317,273,209,325
gene-ACX60_RS11695,2742,3775,3608,2025,1984,2796,2133,2095,2780
gene-ACX60_RS11700,38,92,109,44,62,69,41,40,49
gene-ACX60_RS11705,107,149,144,145,106,166,141,150,208
gene-ACX60_RS11710,48,91,51,68,48,79,49,32,63
gene-ACX60_RS11715,66,116,116,108,76,78,92,80,128
gene-ACX60_RS11720,105,164,207,143,102,130,162,171,191
gene-ACX60_RS11725,22,33,22,25,20,35,21,31,23
gene-ACX60_RS19555,2,4,9,1,2,5,3,4,7
gene-ACX60_RS18995,78,131,255,96,69,165,162,148,206
gene-ACX60_RS11740,10,23,60,32,25,24,20,26,30
gene-ACX60_RS11745,30,51,50,38,28,50,42,62,64
gene-ACX60_RS11750,167,284,358,308,299,390,376,402,508
gene-ACX60_RS11755,4,13,11,29,30,14,14,27,38
gene-ACX60_RS11760,20,21,29,51,51,63,63,47,64
gene-ACX60_RS11765,24,32,26,20,32,26,15,23,38
gene-ACX60_RS11770,68,88,125,64,73,74,50,60,96
gene-ACX60_RS11775,2,3,8,2,0,4,28,12,22
gene-ACX60_RS11780,6,27,34,30,11,46,28,34,24
gene-ACX60_RS11785,1203,1951,1789,1632,1578,1553,1692,1667,1835
gene-ACX60_RS11790,1340,2712,2498,834,965,626,399,492,556
gene-ACX60_RS11795,971,2166,1704,568,632,437,306,326,465
gene-ACX60_RS11800,506,1149,917,276,367,185,124,145,203
gene-ACX60_RS11805,643,1605,1154,332,488,227,156,246,282
gene-ACX60_RS11810,636,1600,1221,311,405,170,158,212,246
gene-ACX60_RS11815,356,564,546,313,335,299,355,414,465
gene-ACX60_RS11820,36,45,64,16,24,48,29,41,45
gene-ACX60_RS11825,161,235,287,159,141,200,220,232,306
gene-ACX60_RS11830,13,23,64,38,25,27,33,45,34
gene-ACX60_RS11835,44,70,83,53,35,75,27,47,76
gene-ACX60_RS11840,19,62,79,70,37,63,54,70,77
gene-ACX60_RS19205,12,22,54,19,15,24,21,23,28
gene-ACX60_RS11845,46,100,87,34,37,58,66,56,53
gene-ACX60_RS11850,52,62,93,65,54,90,52,66,66
gene-ACX60_RS11855,100,128,157,112,98,117,85,104,112
gene-ACX60_RS11860,40,54,100,25,14,31,83,101,98
gene-ACX60_RS11865,35,45,58,31,36,38,52,56,55
gene-ACX60_RS11870,20,18,35,17,18,14,18,16,24
gene-ACX60_RS11875,12,51,61,35,28,19,40,39,38
gene-ACX60_RS11880,34,79,77,64,76,77,41,52,68
gene-ACX60_RS11885,1113,1667,2404,1381,1185,1765,1011,978,1263
gene-ACX60_RS11890,263,330,393,236,237,215,345,291,336
gene-ACX60_RS11895,24,30,34,20,18,31,22,22,30
gene-ACX60_RS11900,20,47,54,44,30,44,34,37,47
gene-ACX60_RS11905,2521,3682,4030,3611,3463,3841,2906,3187,3856
gene-ACX60_RS11910,213,377,412,294,277,477,326,304,354
gene-ACX60_RS11915,116,202,338,177,147,225,213,231,201
gene-ACX60_RS11920,3294,4825,4607,4217,4858,4184,1895,1921,2464
gene-ACX60_RS11925,732,1103,1118,1008,955,1139,781,863,980
gene-ACX60_RS11930,965,1542,1620,1339,1464,1255,1073,1229,1300
gene-ACX60_RS11935,107,146,146,102,127,91,114,114,147
gene-ACX60_RS11940,83,102,100,45,61,86,64,73,59
gene-ACX60_RS11945,324,413,466,290,257,352,324,296,415
gene-ACX60_RS11950,476,674,760,499,423,557,548,536,755
gene-ACX60_RS11955,544,773,779,590,478,651,713,704,976
gene-ACX60_RS11960,1473,2671,2546,1871,2069,2203,1470,1698,1783
gene-ACX60_RS11965,1326,2077,2757,1505,1374,1787,1294,1403,1495
gene-ACX60_RS11970,1883,3338,2793,2388,2613,2478,1964,2283,2367
gene-ACX60_RS11975,1481,2471,2530,1804,1745,1958,1215,1316,1665
gene-ACX60_RS11980,5177,7570,8081,5961,5665,6537,5401,6005,6810
gene-ACX60_RS11985,3142,4327,4984,3902,4036,4697,4274,4846,4765
gene-ACX60_RS11990,6,5,11,10,0,3,16,24,9
gene-ACX60_RS11995,63,59,112,85,55,106,98,72,74
gene-ACX60_RS12000,26,48,95,82,75,138,68,70,40
gene-ACX60_RS12010,103,147,222,205,173,261,74,102,118
gene-ACX60_RS12015,14,38,23,28,16,18,9,21,40
gene-ACX60_RS12020,72,108,117,96,84,104,73,85,101
gene-ACX60_RS12025,14,17,28,44,19,42,25,31,20
gene-ACX60_RS12030,9,2,6,8,2,4,8,2,4
gene-ACX60_RS12035,10,4,29,2,12,12,38,8,16
gene-ACX60_RS19565,38,35,84,48,29,86,55,48,57
gene-ACX60_RS12040,1917,2709,3112,2245,1739,2809,1932,1841,2664
gene-ACX60_RS12045,111,189,241,114,79,135,118,112,183
gene-ACX60_RS12050,1354,1888,4556,1498,1055,2907,1535,1208,1527
gene-ACX60_RS12055,24,39,46,20,12,12,109,71,82
gene-ACX60_RS12060,30,32,48,12,38,46,42,38,39
gene-ACX60_RS12065,12,20,26,16,4,7,27,26,16
gene-ACX60_RS12075,171,234,337,254,191,253,254,229,315
gene-ACX60_RS12080,1010,1522,2043,1473,1068,1951,1240,995,1614
gene-ACX60_RS12085,5880,8487,8874,6940,5650,8153,5086,5095,7885
gene-ACX60_RS12090,238,387,401,297,254,296,232,223,309
gene-ACX60_RS12095,38,72,73,66,66,76,74,78,56
gene-ACX60_RS12100,28,51,82,35,56,39,32,25,47
gene-ACX60_RS12105,90,104,175,90,98,126,84,73,82
gene-ACX60_RS12115,34,70,108,34,28,30,20,24,36
gene-ACX60_RS12120,13,20,20,18,22,19,10,9,24
gene-ACX60_RS12125,43,62,88,89,46,113,73,102,103
gene-ACX60_RS12130,171,311,428,424,304,457,387,618,515
gene-ACX60_RS12135,4749,6974,6960,9463,7537,9805,7228,12722,12542
gene-ACX60_RS12140,167,279,367,298,205,357,348,455,432
gene-ACX60_RS12145,1123,1487,1786,2346,1565,2201,2022,2997,3373
gene-ACX60_RS12150,99,100,122,117,72,86,114,142,153
gene-ACX60_RS12155,30,33,43,34,20,31,31,37,23
gene-ACX60_RS12160,60,107,132,108,49,112,90,97,155
gene-ACX60_RS12165,61,93,83,72,48,67,32,57,90
gene-ACX60_RS12170,72,116,138,116,114,128,110,109,158
gene-ACX60_RS12175,32,65,70,32,26,31,34,28,56
gene-ACX60_RS12180,51,64,93,52,57,57,53,80,76
gene-ACX60_RS12185,3144,4555,4785,4559,4411,4893,3950,4360,4819
gene-ACX60_RS12190,9548,14811,15749,12648,12381,13028,12440,14077,16399
gene-ACX60_RS12195,50302,71335,72428,56799,52627,58568,43588,55210,55004
gene-ACX60_RS12200,224,259,294,244,194,222,190,178,234
gene-ACX60_RS12205,82,114,197,104,66,158,76,71,111
gene-ACX60_RS12210,39,49,60,32,16,51,45,34,29
gene-ACX60_RS12215,885,1371,1344,1145,1228,1035,1074,1216,1390
gene-ACX60_RS12220,1149,1928,2128,1420,1798,1499,826,1003,958
gene-ACX60_RS12225,796,1381,1794,886,705,1081,719,805,858
gene-ACX60_RS12230,47,89,115,96,57,78,85,63,114
gene-ACX60_RS12235,1068,1693,1815,1311,1387,1490,870,1012,1237
gene-ACX60_RS12240,246,458,528,324,296,425,296,411,355
gene-ACX60_RS12245,185,236,305,190,232,199,200,203,240
gene-ACX60_RS12250,624,895,967,884,818,848,446,424,580
gene-ACX60_RS12255,3041,4111,4168,4924,4481,4884,3771,4636,4742
gene-ACX60_RS12260,2161,3321,3380,3357,3491,3785,2883,3252,3432
gene-ACX60_RS12265,27,22,46,22,14,22,28,31,31
gene-ACX60_RS12270,4705,6761,7349,6080,5931,6797,5395,6081,6751
gene-ACX60_RS12275,101,120,127,85,40,135,97,102,184
gene-ACX60_RS12280,165,253,322,226,174,251,176,211,206
gene-ACX60_RS12285,31757,54854,45373,21721,23474,20403,17520,24829,23581
gene-ACX60_RS12290,324,547,541,394,358,464,271,323,328
gene-ACX60_RS12295,61,135,116,88,110,90,71,64,66
gene-ACX60_RS12300,493,900,906,556,476,659,353,433,597
gene-ACX60_RS19785,354,818,946,705,598,872,648,862,742
gene-ACX60_RS12305,2037,2992,3250,2659,2446,3094,2330,2769,2993
gene-ACX60_RS12310,1558,2405,2286,2018,2096,1755,1167,1404,1653
gene-ACX60_RS12315,2512,4271,4268,3530,4164,3712,1921,2228,2356
gene-ACX60_RS12320,44,78,113,63,56,120,59,80,68
gene-ACX60_RS12325,12688,20133,20825,19226,18864,22393,17114,18591,19201
gene-ACX60_RS12330,6937,11581,12708,9938,8901,11790,9149,9797,10881
gene-ACX60_RS12335,591,904,1052,892,858,827,834,863,1052
gene-ACX60_RS12340,9391,14366,15058,13346,12843,14879,11518,12247,13505
gene-ACX60_RS12345,92,139,156,184,127,148,127,142,164
gene-ACX60_RS12350,67,133,156,91,78,140,147,123,126
gene-ACX60_RS12355,89,93,255,123,79,181,139,88,142
gene-ACX60_RS12360,12,28,57,21,36,42,19,18,31
gene-ACX60_RS12365,63,82,92,75,82,93,43,84,94
gene-ACX60_RS12370,79,86,139,82,57,117,107,130,133
gene-ACX60_RS12375,170,228,277,167,161,179,206,197,217
gene-ACX60_RS12380,8,22,20,13,14,18,28,27,31
gene-ACX60_RS12385,1,2,5,0,0,2,4,2,3
gene-ACX60_RS12390,167,245,284,215,205,203,194,150,254
gene-ACX60_RS12395,42,39,54,18,36,31,20,34,34
gene-ACX60_RS12400,81,113,155,74,95,81,95,85,116
gene-ACX60_RS12405,96,125,159,87,117,92,109,129,142
gene-ACX60_RS12410,31,40,45,34,36,31,38,31,63
gene-ACX60_RS12415,21,28,13,16,9,18,26,19,18
gene-ACX60_RS12420,124,170,190,150,134,151,125,147,156
gene-ACX60_RS12425,266,486,528,332,382,350,434,394,411
gene-ACX60_RS12430,10,10,10,10,4,11,5,4,13
gene-ACX60_RS12435,6,27,10,7,10,17,25,7,16
gene-ACX60_RS12440,19,69,49,45,20,42,66,51,59
gene-ACX60_RS12445,39,39,44,78,37,35,46,36,48
gene-ACX60_RS12450,21,23,15,14,9,6,13,18,18
gene-ACX60_RS12455,1,0,0,1,2,1,3,5,4
gene-ACX60_RS12460,10,21,18,24,28,14,22,26,49
gene-ACX60_RS12465,7,6,15,17,3,8,16,17,7
gene-ACX60_RS12470,48,92,105,49,38,50,54,64,90
gene-ACX60_RS12475,28,46,27,22,26,20,23,14,27
gene-ACX60_RS12480,40,72,75,46,64,50,56,35,45
gene-ACX60_RS12490,4,5,5,2,1,0,4,6,3
gene-ACX60_RS12495,39,46,67,22,30,40,53,78,55
gene-ACX60_RS12500,69,104,112,70,43,105,64,100,92
gene-ACX60_RS12505,46,95,103,92,84,89,63,88,121
gene-ACX60_RS12510,24,25,49,26,28,14,28,41,20
gene-ACX60_RS12515,0,4,2,0,2,3,4,0,2
gene-ACX60_RS12520,12,4,10,4,4,0,2,4,0
gene-ACX60_RS12525,2,5,5,2,6,2,0,0,0
gene-ACX60_RS12530,2,1,2,0,0,1,4,2,2
gene-ACX60_RS12540,37,44,51,56,26,27,40,43,68
gene-ACX60_RS12545,8,2,14,4,0,1,0,3,3
gene-ACX60_RS12550,2,0,5,0,0,2,0,0,0
gene-ACX60_RS12555,0,22,8,3,1,6,1,12,4
gene-ACX60_RS12560,10,4,9,5,4,3,3,6,5
gene-ACX60_RS12565,26,33,32,31,40,28,39,23,40
gene-ACX60_RS12570,28,40,32,25,38,38,27,32,37
gene-ACX60_RS12575,38,27,43,24,27,26,28,27,34
gene-ACX60_RS12580,9,14,27,12,7,15,22,14,6
gene-ACX60_RS12585,589,663,1018,602,369,709,804,664,945
gene-ACX60_RS12590,50,80,105,74,65,78,83,100,142
gene-ACX60_RS12595,542,765,871,689,630,687,653,728,778
gene-ACX60_RS12600,33,31,45,37,19,29,17,19,41
gene-ACX60_RS12605,16,10,13,21,10,9,20,20,33
gene-ACX60_RS12610,68,87,98,81,84,84,74,103,110
gene-ACX60_RS12615,69,101,90,67,60,81,77,79,130
gene-ACX60_RS12620,12,18,32,15,15,22,18,11,24
gene-ACX60_RS12625,12,11,17,5,10,8,18,16,13
gene-ACX60_RS12630,5,19,13,6,5,12,5,11,5
gene-ACX60_RS12635,8,13,12,9,8,10,9,5,11
gene-ACX60_RS12640,26,29,27,25,16,31,21,27,25
gene-ACX60_RS12645,9300,13911,14397,15136,16245,16451,11953,13781,14448
gene-ACX60_RS12650,1548,2656,3633,2594,2039,3701,2695,3053,3087
gene-ACX60_RS12655,731,925,1222,987,854,1078,815,804,1186
gene-ACX60_RS12660,332,565,770,592,554,782,406,334,552
gene-ACX60_RS12665,224,329,364,304,285,290,197,215,282
gene-ACX60_RS12670,1446,2188,2512,2231,2162,2432,2026,2366,2468
gene-ACX60_RS12675,3992,6530,6908,6258,6372,7333,6474,7097,7345
gene-ACX60_RS12680,2,8,16,2,0,5,5,2,18
gene-ACX60_RS12685,87,191,222,140,118,180,142,145,196
gene-ACX60_RS12690,21,56,40,34,31,50,36,41,51
gene-ACX60_RS12695,17,24,38,34,12,25,28,20,41
gene-ACX60_RS12700,88,117,135,64,92,66,77,91,84
gene-ACX60_RS12705,27,40,50,22,26,23,20,25,20
gene-ACX60_RS12710,20,42,55,40,32,42,39,50,40
gene-ACX60_RS12715,34,71,52,30,43,49,44,45,57
gene-ACX60_RS12720,91,150,183,107,118,138,125,169,144
gene-ACX60_RS12725,20,52,63,48,38,28,58,40,43
gene-ACX60_RS12730,60,68,82,57,88,48,50,38,78
gene-ACX60_RS12735,357,510,465,269,317,213,1104,194,412
gene-ACX60_RS12740,211,245,219,149,201,149,409,89,237
gene-ACX60_RS12745,102,135,106,73,77,69,140,49,112
gene-ACX60_RS12750,641,1120,1142,538,541,601,665,637,834
gene-ACX60_RS12755,21,27,44,18,15,32,16,20,50
gene-ACX60_RS12760,18,28,20,12,6,14,14,12,27
gene-ACX60_RS12765,34,64,95,36,35,48,38,70,70
gene-ACX60_RS12770,159,208,245,227,219,217,219,236,227
gene-ACX60_RS12775,249,386,321,222,275,268,216,258,247
gene-ACX60_RS12780,86,84,177,96,76,105,96,91,83
gene-ACX60_RS12785,80,108,105,97,107,53,50,68,83
gene-ACX60_RS12790,77,92,86,63,47,78,50,67,83
gene-ACX60_RS12795,259,293,372,227,187,290,220,199,273
gene-ACX60_RS12800,86,128,102,71,72,72,62,63,97
gene-ACX60_RS12805,11,18,20,26,8,14,8,11,20
gene-ACX60_RS12810,56,96,76,93,48,40,48,51,79
gene-ACX60_RS12815,12,25,28,18,8,12,12,4,28
gene-ACX60_RS12820,15,8,14,10,9,14,4,9,12
gene-ACX60_RS12825,221,344,272,249,224,232,234,225,288
gene-ACX60_RS12830,306,400,442,407,288,386,412,400,450
gene-ACX60_RS12835,374,462,458,382,422,357,317,355,466
gene-ACX60_RS12840,84,146,183,99,142,124,124,152,158
gene-ACX60_RS12845,104,198,194,137,118,130,96,134,160
gene-ACX60_RS12850,87,84,82,82,55,75,51,102,81
gene-ACX60_RS12855,134,211,162,108,127,138,96,112,171
gene-ACX60_RS12860,189,221,322,208,160,242,239,247,294
gene-ACX60_RS12865,154,223,230,159,115,137,147,122,186
gene-ACX60_RS12870,578,785,730,564,542,631,596,674,748
gene-ACX60_RS12875,4,0,2,0,4,2,0,2,0
gene-ACX60_RS12880,2,2,6,14,6,10,9,6,10
gene-ACX60_RS12885,8,9,18,16,6,18,7,10,22
gene-ACX60_RS12890,868,1265,1056,992,1080,1063,834,916,1070
gene-ACX60_RS12895,278,635,457,472,453,416,350,445,519
gene-ACX60_RS12900,461,757,795,807,753,876,577,707,811
gene-ACX60_RS12905,38,56,52,39,52,39,20,36,42
gene-ACX60_RS12910,610,1031,1092,636,542,606,601,738,1026
gene-ACX60_RS12915,358,557,550,364,340,407,384,438,467
gene-ACX60_RS12920,243,298,349,246,151,253,218,303,280
gene-ACX60_RS12925,162,251,326,146,144,204,137,160,174
gene-ACX60_RS12930,163,226,255,159,117,195,166,191,235
gene-ACX60_RS12935,2309,3386,3750,2886,3168,2959,2367,2978,3543
gene-ACX60_RS12940,1019,1612,1636,1514,1495,1634,1577,1582,1825
gene-ACX60_RS12945,322,523,675,364,334,569,173,194,286
gene-ACX60_RS12950,142,214,263,167,154,268,213,303,281
gene-ACX60_RS12955,46,36,60,34,23,45,76,65,57
gene-ACX60_RS12960,30,41,30,23,22,29,49,36,29
gene-ACX60_RS12965,1015,1622,1842,1238,1307,1512,1032,1085,1182
gene-ACX60_RS12970,256,460,534,294,270,310,596,594,839
gene-ACX60_RS12975,2,3,8,4,2,12,20,8,8
gene-ACX60_RS12980,52,63,66,64,42,78,83,74,75
gene-ACX60_RS12985,93,108,133,122,107,78,120,109,143
